name,id,classification,mass,year,latitude,longitude
Tinnie,24006,"Iron, IVB",15300.0,1978.0,33.38333,-105.25
Tishomingo,24010,"Iron, ungrouped",260000.0,1965.0,34.25,-96.68333
Tlacotepec,24013,"Iron, IVB",71000.0,1903.0,18.65,-97.55
Toluca,24018,"Iron, IAB-sLL",3000000.0,1776.0,19.56667,-99.56667
Tombigbee River,24021,"Iron, IIG",43000.0,1859.0,32.23333,-88.2
Tonganoxie,24025,"Iron, IIIAB",11800.0,1886.0,39.08333,-95.11667
Tostado,24033,H6,22000.0,1945.0,-29.23333,-61.76667
Toubil River,24034,"Iron, IIIAB",22000.0,1891.0,55.88333,89.1
Toufassour,47702,Mesosiderite,73300.0,2007.0,29.65225,-7.7493
Travis County (a),24040,H5,175400.0,1889.0,30.3,-97.7
Trenton,24045,"Iron, IIIAB",505000.0,1858.0,43.36667,-88.13333
Tres Castillos,24047,"Iron, ungrouped",150000.0,1992.0,29.47,-105.8
Tryon,24056,L6,15900.0,1934.0,41.55,-100.96667
Tsarev,24058,L5,1225300.0,1968.0,48.7,45.7
Tucson,24061,"Iron, ungrouped",975000.0,1850.0,31.85,-110.96667
Tulia (a),24066,H3-4,86000.0,1917.0,34.61667,-101.95
Tulia (d),24069,H6,17700.0,1981.0,34.60667,-101.76667
Turtle River,24085,"Iron, IIIAB",22390.0,1953.0,47.6,-94.76667
Twannberg,24088,"Iron, IIG",20689.0,1984.0,47.12444,7.17889
Twentynine Palms,24089,L,19700.0,1944.0,34.075,-116.01667
Two Buttes (a),24091,H5,19700.0,1962.0,37.63333,-102.41667
Twodot,24093,H6,21400.0,1999.0,46.7,-110.13333
Uegit,24105,"Iron, IIIAB",252000.0,1921.0,3.81667,43.33333
Umbarger,24113,L6,13000.0,1954.0,34.95,-102.1175
Unter-Mässing,24124,"Iron, IIC",80000.0,1920.0,49.09028,11.33333
Uruachic,24130,"Iron, IIIAB",13000.0,1989.0,27.85,-108.23333
Uruaçu,24131,"Iron, IAB-MG",72500.0,1992.0,-14.53333,-48.76667
Ust-Nyukzha,24133,"Iron, IAB complex",44000.0,1992.0,56.38333,120.46667
Uwet,24138,"Iron, IIAB",54000.0,1903.0,5.28333,8.25
Uwharrie,24139,"Iron, IIIAB",72700.0,1930.0,35.51667,-79.96667
Vaalbult,24141,"Iron, IAB-MG",11800.0,1921.0,-29.75,22.5
Vaca Muerta,24142,Mesosiderite-A1,3828000.0,1861.0,-25.75,-70.5
Veliko-Nikolaevsky Priisk,24157,"Iron, IIIAB",24267.0,1902.0,53.83333,97.33333
Vera,24161,L/LL4,80000.0,1941.0,-29.91667,-60.28333
Verissimo,24163,"Iron, IIIAB",14000.0,1965.0,-19.73333,-48.31667
Verkhne Udinsk,24166,"Iron, IIIAB",18000.0,1854.0,54.76667,113.98333
Vermillion,24167,"Pallasite, ungrouped",34360.0,1991.0,39.73633,-96.36133
View Hill,24173,"Iron, IIIAB",33600.0,1952.0,-43.32,172.06333
Villedieu,24182,H4,14000.0,1890.0,47.91667,4.35
Vitoria da Conquista,48953,"Iron, IVA",10500.0,2007.0,-14.83861,-40.83611
Vulcan,24192,H6,19000.0,1962.0,50.51667,-113.13333
Vyatka,24193,H4,45000.0,1991.0,57.53333,49.0
Wabar,24194,"Iron, IIIAB",2550000.0,1863.0,21.49972,50.47222
Waconda,24195,L6,50000.0,1873.0,39.33333,-98.16667
Wagon Mound,24196,L6,87500.0,1932.0,35.84083,-104.58583
Waka,24200,H6,11875.0,1963.0,36.15,-101.05
Waldron Ridge,24203,"Iron, IAB complex",13600.0,1887.0,36.63333,-83.83333
Walker County,24204,"Iron, IIAB",74800.0,1832.0,34.0,-87.16667
Wallapai,24206,"Iron, IID",430000.0,1927.0,35.8,-113.7
Waltman,24211,L4,23410.0,1948.0,43.0,-107.16667
Warburton Range,24212,"Iron, IVB",56930.0,1963.0,-26.28333,126.66667
Waterville,24219,"Iron, IAB-ung",37125.0,1917.0,47.767778,-119.876389
Watson 001,24221,"Iron, IIE",93000.0,1972.0,-30.5,131.55
Wayside,24225,H6,23600.0,1973.0,34.80167,-101.68333
Weaver Mountains,24227,"Iron, IVB",38800.0,1898.0,34.25,-112.75
Weekeroo Station,24230,"Iron, IIE-an",94200.0,1924.0,-32.26667,139.86667
Weldona,24234,H4,27700.0,1934.0,40.35,-103.95
Wellington,24236,H5,13400.0,1955.0,34.95,-100.25
Wellman (a),24237,H5,55000.0,1940.0,33.03333,-102.33333
Wellman (c),24239,H4,45000.0,1964.0,33.03333,-102.33333
Wichita County,24257,"Iron, IAB-MG",145000.0,1836.0,34.06667,-98.91667
Wildara,24265,H5,500000.0,1968.0,-28.23333,120.85
Wilder,24267,H5,26600.0,1982.0,43.72444,-116.91167
Willamette,24269,"Iron, IIIAB",15500000.0,1902.0,45.36667,-122.58333
Willard (b),24271,H3.6,12700.0,1934.0,34.5,-105.83333
Willow Creek,24276,"Iron, IIIE",51000.0,1914.0,43.46667,-106.76667
Willow Grove,24277,"Iron, ungrouped",11700.0,1995.0,-38.10306,146.18111
Winburg,24283,"Iron, IC-an",50000.0,1881.0,-28.5,27.0
Windimurra,55552,H4/5,30000.0,2004.0,-28.09697,118.45561
Winona,24285,Winonaite,24000.0,1928.0,35.2,-111.4
Wolf Creek,24326,"Iron, IIIAB",760000.0,1947.0,-19.3,127.76667
Wolsey,24328,"Iron, IAB-MG",74830.0,1981.0,44.4,-98.53333
Wonyulgunna,24329,"Iron, IIIAB",37800.0,1937.0,-24.91667,120.06667
Woodbine,24330,"Iron, IAB-ung",48200.0,1953.0,42.34667,-90.1675
Woodward County,24333,H4,45500.0,1923.0,36.5,-99.5
Wooramel,24335,L5,71000.0,1969.0,-25.65,114.21667
Wooster,24336,"Iron, IAB-sLL",22700.0,1858.0,40.76667,-81.95
Wu-chu-mu-ch'in,24341,"Iron, IAB-ung",68860.0,1920.0,45.5,118.0
Wynella,24343,H4,40000.0,1945.0,-28.95,148.13333
Xifu,54608,"Iron, IAB complex",3000000.0,2004.0,36.3,120.48333
Xinyi,24347,H5,69000.0,1975.0,34.36667,118.33333
Yamato 000593,24355,Martian (nakhlite),13713.0,2000.0,-71.5,35.66667
Yamato 75102,25143,L4/5,11000.0,1975.0,-71.5,35.66667
Yamato 791717,27066,CO3.3,25322.0,1979.0,-71.5,35.66667
Yamato 793235,28584,L6,18126.0,1979.0,-71.5,35.66667
Yamato 81124,29185,H5,10790.0,1981.0,-71.5,35.66667
Yanhuitlan,30349,"Iron, IVA",421000.0,1825.0,17.53333,-97.35
Ybbsitz,30360,H4,15000.0,1977.0,47.96,14.89
Yelland Dry Lake,52641,H4,76000.0,2007.0,39.35067,-114.40783
Yenberrie,30361,"Iron, IAB-MG",132000.0,1918.0,-14.25,132.01667
Yilmia,30362,EL6,40000.0,1969.0,-31.19167,121.53333
Yingde,30363,"Iron, IVA",3000000.0,1964.0,24.2,113.4
Yongning,30365,"Iron, IAB-ung",60000.0,1971.0,22.75,108.33333
Youanmi,30373,"Iron, IIIAB",118400.0,1917.0,-29.5,118.75
Youndegin,30374,"Iron, IAB-MG",3800000.0,1884.0,-32.1,117.71667
Youxi,55793,Mesosiderite-C,218000.0,2006.0,26.06,118.01
Ysleta,30375,"Iron, ungrouped",140700.0,1914.0,31.65,-106.18333
Zacatecas (1792),30381,"Iron, ungrouped",1000000.0,1792.0,22.81667,-102.56667
Zagora,30387,"Iron, IAB-ung",50000.0,1987.0,30.36667,-5.85
Zapaliname,30392,"Iron, IAB-MG",85000.0,1998.0,25.00944,-100.75
Zerhamra,30403,"Iron, IIIAB-an",630000.0,1967.0,29.85861,-2.645
Zerkaly,31354,H5,16000.0,1956.0,52.13333,81.96667
Zhaoping,54609,"Iron, IAB complex",2000000.0,1983.0,24.23333,111.18333
Zhigansk,30405,"Iron, IIIAB",900000.0,1966.0,68.0,128.3
Zhongxiang,30406,Iron,100000.0,1981.0,31.2,112.5
